CUSTOMER CODE,CUSTOMER NAME,ADDRESS 1,ADDRESS 2,TRANSACTION TYPE,ITEM CODE,ITEM DIMENSION,ITEM UNIT OF MEASURE,COMPANY CODE,COMPANY DIMENSION,LOT NUMBER,EXPIRATION DATE,SEGMENT CODE,SEGMENT NAME,PRINCIPAL CODE,PRINCIPAL DIMENSION,QUANTITY SOLD,QUANTITY FREE,UNIT PRICE,GROSS SALES AMOUNT,DISCOUNT AMOUNT,VALUE ADDED TAX AMOUNT,VAT EXCLUSIVE,SALES TAX,NET OF SALES TAX,MDI DISTRIBUTION FEE,BILLING NET SALES,BILLING VAT AMOUNT,BILL GROSS SALES,GB DISTRIBUTION FEE,METRO DRUG CYCLE DATE,Sales Week Number,PERIOD FROM DATE,PERIOD TO DATE,BATCH NUMBER,Batch Date
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13802,K-Cit 10 MEQ,30's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'1H06           ,08/31/2013,'003,BIOMEDICA,PC-0057,QX PHARMACEUTICALS,-14,0,318.40,"-4,457.60","1,114.40",477.60,"3,980.00",7.15,"3,972.85",307.90,"3,672.10",440.65,"4,112.76",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-12238,Ellgy Plus Cracked Heel Cream 10g,12's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'11129104       ,09/30/2016,'017,DERMATOLOGICALS,PC-0048,HOE PHARMACEUTICALS SENDIRIAN BERHAD,-13,0,"1,431.36","-18,607.68","3,544.32","1,993.68","16,614.00",29.85,"16,584.15","1,285.27","15,328.73","1,839.45","17,168.18",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-12229,Clonate Ointment 5g,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'06777002       ,07/31/2013,'017,DERMATOLOGICALS,PC-0048,HOE PHARMACEUTICALS SENDIRIAN BERHAD,-10,0,73.70,-737.00,737.00,78.96,658.04,1.18,656.85,50.91,607.13,72.86,679.99,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,-10,0,465.00,"-4,650.00",0.00,498.21,"4,151.79",7.46,"4,144.33",321.19,"3,830.60",459.67,"4,290.27",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,-10,0,465.00,"-4,650.00",0.00,498.21,"4,151.79",7.46,"4,144.33",321.19,"3,830.60",459.67,"4,290.27",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13412,Lagundex Forte 600mg/5ml x 120ml Soothing Mint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803103         ,11/30/2013,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-9,0,156.80,"-1,411.20",-151.20,151.20,"1,260.00",2.26,"1,257.74",97.47,"1,162.53",139.50,"1,302.03",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13802,K-Cit 10 MEQ,30's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'1J08           ,10/31/2013,'003,BIOMEDICA,PC-0057,QX PHARMACEUTICALS,-9,0,374.44,"-3,369.96",212.04,361.07,"3,008.89",5.41,"3,003.49",232.77,"2,776.12",333.13,"3,109.26",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16701,Equirab Soln. for Injection 1000 I.U/ 5ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'A6811010       ,10/31/2013,'002,BIOLOGICA,PC-0072,"BHARAT SERUMS AND VACCINES, LIMITED",-9,0,"1,000.00","-9,000.00","1,800.00",964.29,"8,035.71",14.44,"8,021.28",621.65,"7,414.07",889.69,"8,303.75",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13406,Lagundex 300mg/5ml x 120 ml Peppermint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'700315         ,09/30/2013,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-7,0,120.00,-840.00,0.00,90.00,750.00,1.35,748.65,58.02,691.98,83.04,775.02,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-15166,Panpure Lyophilized Powder Inj 20mg,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'LNA11002       ,11/30/2013,'026,GASTRO OB,PC-0083,KALBE INTERNATIONAL,-7,0,375.00,"-2,625.00",875.00,281.25,"2,343.75",4.21,"2,339.54",181.31,"2,162.44",259.49,"2,421.93",175.47,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16105,Isoprinosine Tablet 500 mg,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'00129          ,04/30/2013,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,-7,0,"1,800.00","-12,600.00","1,575.00","1,350.00","11,250.00",20.21,"11,229.79",870.31,"10,379.69","1,245.56","11,625.25",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-15166,Panpure Lyophilized Powder Inj 20mg,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'LNA11002       ,11/30/2013,'026,GASTRO OB,PC-0083,KALBE INTERNATIONAL,-5,0,416.67,"-2,083.35",416.65,223.22,"1,860.13",3.34,"1,856.79",143.90,"1,716.23",205.95,"1,922.18",139.26,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16105,Isoprinosine Tablet 500 mg,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13262          ,08/31/2015,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,-5,0,"2,025.00","-10,125.00",0.00,"1,084.82","9,040.18",16.24,"9,023.94",699.36,"8,340.82","1,000.90","9,341.72",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-12224,Ezerra Cream 25g,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'09679007       ,09/30/2013,'017,DERMATOLOGICALS,PC-0048,HOE PHARMACEUTICALS SENDIRIAN BERHAD,-4,0,510.00,"-2,040.00",204.00,218.57,"1,821.43",3.27,"1,818.16",140.91,"1,680.52",201.66,"1,882.18",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-12228,Clonate Cream 5g,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'1438C202       ,12/31/2015,'017,DERMATOLOGICALS,PC-0048,HOE PHARMACEUTICALS SENDIRIAN BERHAD,-3,0,147.40,-442.20,0.00,47.38,394.82,0.71,394.11,30.54,364.28,43.71,407.99,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-12228,Clonate Cream 5g,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'1438C202       ,12/31/2015,'017,DERMATOLOGICALS,PC-0048,HOE PHARMACEUTICALS SENDIRIAN BERHAD,-3,0,147.40,-442.20,0.00,47.38,394.82,0.71,394.11,30.54,364.28,43.71,407.99,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-12228,Clonate Cream 5g,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'1438C202       ,12/31/2015,'017,DERMATOLOGICALS,PC-0048,HOE PHARMACEUTICALS SENDIRIAN BERHAD,-3,0,147.40,-442.20,0.00,47.38,394.82,0.71,394.11,30.54,364.28,43.71,407.99,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13405,Lagundex 300mg/5ml x 60ml Peppermint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'700922         ,01/31/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-3,0,80.00,-240.00,0.00,25.71,214.29,0.39,213.90,16.58,197.71,23.73,221.43,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13405,Lagundex 300mg/5ml x 60ml Peppermint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'700922         ,01/31/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-3,0,80.00,-240.00,0.00,25.71,214.29,0.39,213.90,16.58,197.71,23.73,221.43,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13405,Lagundex 300mg/5ml x 60ml Peppermint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'700922         ,01/31/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-3,0,80.00,-240.00,0.00,25.71,214.29,0.39,213.90,16.58,197.71,23.73,221.43,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13405,Lagundex 300mg/5ml x 60ml Peppermint,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'700922         ,01/31/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-3,0,80.00,-240.00,0.00,25.71,214.29,0.39,213.90,16.58,197.71,23.73,221.43,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-3,0,80.00,-240.00,0.00,25.71,214.29,0.39,213.90,16.58,197.71,23.73,221.43,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-3,0,80.00,-240.00,0.00,25.71,214.29,0.39,213.90,16.58,197.71,23.73,221.43,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-3,0,80.00,-240.00,0.00,25.71,214.29,0.39,213.90,16.58,197.71,23.73,221.43,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13411,Lagundex 300mg/5ml x 60ml Sweet Orange,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'803619         ,09/30/2015,'004,MEDIPHARMA,PC-0074,LA CROESUS PHARMA INC.,-3,0,80.00,-240.00,0.00,25.71,214.29,0.39,213.90,16.58,197.71,23.73,221.43,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13802,K-Cit 10 MEQ,30's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'1G01           ,07/31/2013,'003,BIOMEDICA,PC-0057,QX PHARMACEUTICALS,-3,0,361.82,"-1,085.46",108.54,116.30,969.16,1.74,967.42,74.98,894.19,107.30,"1,001.49",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-13802,K-Cit 10 MEQ,30's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'1G1B           ,08/31/2013,'003,BIOMEDICA,PC-0057,QX PHARMACEUTICALS,-3,0,358.20,"-1,074.60",119.40,115.14,959.46,1.72,957.74,74.22,885.24,106.23,991.47,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,-3,0,155.40,-466.20,88.80,49.95,416.25,0.75,415.50,32.20,384.05,46.09,430.13,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16103,Isoprinosine Syrup 250 mg/5ml 60 ml,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'13260          ,08/31/2016,'004,MEDIPHARMA,PC-0014,SWISS PHARMA RESEARCH LABORATORIES,-3,0,155.40,-466.20,88.80,49.95,416.25,0.75,415.50,32.20,384.05,46.09,430.13,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16209,Rowagel 2% 5 g Tube,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7277           ,01/31/2015,'017,DERMATOLOGICALS,PC-0118,ROWA PHARMACEUTICALS LIMITED,-3,0,465.00,"-1,395.00",0.00,149.46,"1,245.54",2.24,"1,243.30",96.36,"1,149.18",137.90,"1,287.08",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16211,Rowachol Caps.,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7168C          ,06/30/2016,'026,GASTRO OB,PC-0218,ROWA PHARMACEUTICALS LIMITED,-3,0,"2,350.66","-7,051.98","1,343.22",755.57,"6,296.41",11.31,"6,285.10",487.10,"5,809.32",697.12,"6,506.43",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16212,Rowatinex Caps.,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7223C          ,11/30/2016,'003,BIOMEDICA,PC-0018,ROWA PHARMACEUTICALS LIMITED,-3,0,"1,780.80","-5,342.40","1,017.60",572.40,"4,770.00",8.57,"4,761.43",369.01,"4,400.99",528.12,"4,929.11",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-16212,Rowatinex Caps.,100's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'7223C          ,11/30/2016,'003,BIOMEDICA,PC-0018,ROWA PHARMACEUTICALS LIMITED,-3,0,"1,780.80","-5,342.40","1,017.60",572.40,"4,770.00",8.57,"4,761.43",369.01,"4,400.99",528.12,"4,929.11",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-91401,Replens Vaginal Moisturizer,6's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'RF02032        ,02/28/2015,'026,GASTRO OB,PC-0075,LCI GROUP INC.,-3,0,"1,250.00","-3,750.00",0.00,401.79,"3,348.21",6.02,"3,342.20",259.02,"3,089.19",370.70,"3,459.90",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-91402,Rephresh Vaginal Gel,4's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'FF16092        ,09/30/2015,'026,GASTRO OB,PC-0075,LCI GROUP INC.,-3,0,850.00,"-2,550.00",0.00,273.21,"2,276.79",4.09,"2,272.69",176.13,"2,100.65",252.08,"2,352.73",0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
CU-TAG00131,"METRO DRUG, INC.",STA. MARIA INDUSTRIAL ESTATE,"1631 MANALAC AVE., TAGUIG CITY",CR,FG-12209,Clonate Cream 15g,1's,NMPC    ,NEW MARKETLINK PHARMACEUTICAL CORP.,'1145A205       ,10/31/2015,'017,DERMATOLOGICALS,PC-0048,HOE PHARMACEUTICALS SENDIRIAN BERHAD,-2,0,242.00,-484.00,0.00,51.86,432.14,0.78,431.37,33.43,398.71,47.85,446.56,0.00,12/01/2013,1,12/01/2013,12/07/2013,2013001,12/08/2013
